Polski

# Generic

BLANK                         " "
GAME_BLOW_TORCH               "Palnik"
GAME_LONG_BLOW_TORCH          "Palnik"
WP_H_BLOWTORCH                "Palnik - Uwielbiany przez ciemna strone mocy."

GAME_PNEUMATIC_DRILL          "Wiertlo"
GAME_LONG_PNEUMATIC_DRILL     "Wiertlo"
WP_H_DRILL                    "Wiertlo - Wierc lub gin!"

GAME_GIRDER                   "Podest"
GAME_LONG_GIRDER              "Podest"
WP_H_GIRDER                   "Podest - Mosty lub barierki, Twoj wybor."

GAME_BASEBALL_BAT             "Baseball"
GAME_LONG_BASEBALL_BAT        "Baseball"
WP_H_BASEBALLBAT              "Kij Baseball'owy - Prosto ze stadionu."

GAME_BRIDGEKIT                "Zestaw Podestow"
GAME_LONG_BRIDGEKIT           "Zestaw Podestow"
WP_H_GIRDERS                  "Zestaw Podestow - Przyspieszony kurs budownictwa."


GAME_NINJA_ROPE               "Lina"
GAME_LONG_NINJA_ROPE          "Lina"
WP_H_NINJAROPE                "Lina - Opanuj ja, a korzysci beda ogromne."

GAME_BUNGEE                   "Bungee"
GAME_LONG_BUNGEE              "Bungee"
WP_H_BUNGEE                   "Bungee - Ekstremalne przezycie!"

GAME_PARACHUTE                "Spadochron"
GAME_LONG_PARACHUTE           "Spadochron"
WP_H_PARACHUTE                "Spadochron - Badz gotowy na upadek."

GAME_TELEPORT                 "Teleport"
GAME_LONG_TELEPORT            "Teleport"
WP_H_TELEPORT                 "Teleport - Najlepszy srodek transportu."

GAME_SCALES                   "Szala Sprawiedliwosci"
GAME_LONG_SCALES              "Szala Sprawiedliwosci"
WP_H_SCALES                   "Szala Sprawiedliwosci - Krol Salomon bylby dumny."


GAME_SUPER_BANANA             "Super Banana Bomb"
GAME_LONG_SUPER_BANANA        "Super Banana Bomb"
WP_H_SUPERBANANA              "Super Banana Bomb - Owoc czystego zniszczenia."

GAME_HOLY_GRENADE             "Swiety Granat"
GAME_LONG_HOLY_GRENADE        "Swiety Granat"
WP_HOLYHANDGRENADE            "Swiety Granat"
WP_H_HOLY                     "Swiety Granat - Gdy modlitwa nie wystarcza."

GAME_FLAME_THROWER            "Miotacz Ognia"
GAME_LONG_FLAME_THROWER       "Miotacz Ognia"
WP_FLAMETHROWER               "Miotacz Ognia"
WP_H_FLAMETHROWER             "Miotacz Ognia - Pomocny, kiedy konar nie chce zaplonac."

GAME_SALLY_ARMY               "Armia Zbawienia"
GAME_LONG_SALLY_ARMY          "Armia Zbawienia"
WP_H_SALLY                    "Armia Zbawienia - Twoj wrog tez potrzebuje milosci."

GAME_MB_BOMB                  "Bomba MB"
GAME_LONG_MB_BOMB             "Bomba MB"
WP_H_MBBOMB                   "Dodatkowy megabajt nigdy nikomu nie zaszkodzil."


GAME_PETROL_BOMB              "Koktail Molotowa"
GAME_LONG_PETROL_BOMB         "Koktail Molotowa"
WP_H_PETROL                   "Koktail Molotowa - Bron polecana przez najwiekszych zadymiarzy."

GAME_SKUNK                    "Skunks"
GAME_LONG_SKUNK               "Skunks"
WP_H_GASGRENADE               "Skunks - Cos mi tu smierdzi..."

GAME_MING_VASE                "Waza z dynastii Ming"
GAME_LONG_MING_VASE           "Waza z dynastii Ming"
WP_H_MINGVASE                 "Waza z dynastii Ming - Zaimponuj wszystkim na pokazie staroci."

GAME_SHEEP_STRIKE             "Nalot Plonacych Dziwek"
GAME_LONG_SHEEP_STRIKE        "Nalot Plonacych Dziwek"
WP_H_SHEEPSTRIKE              "Nalot Owiec - Bez owijania w (ba)welne."

GAME_CARPET_BOMB              "Nalot Dywanowy"
GAME_LONG_CARPET_BOMB         "Nalot Dywanowy"
WP_H_CARPET                   "Nalot Dywanowy - Wykurz ich!"


GAME_MAD_COW                  "Szalone Krowy"
GAME_LONG_MAD_COW             "Szalone Krowy"
WP_MADCOW                     "Szalone Krowy"
WP_H_MADCOW                   "Szalone Krowy - Swiezutki towar od Brytyjczykow."

GAME_OLD_WOMAN                "Babuszka"
GAME_LONG_OLD_WOMAN           "Babuszka"
WP_OLDWOMAN                   "Babuszka"
WP_H_OLDWOMAN                 "Babuszka - Babcia wreszcie sie do czegos przyda."

GAME_DONKEY                   "Osiol"
GAME_LONG_DONKEY              "Osiol"
WP_H_DONKEY                   "Osiol - Kon trojanski? Nie slyszalem."

GAME_NUCLEAR_BOMB             "Atak Nuklearny"
GAME_LONG_NUCLEAR_BOMB        "Atak Nuklearny"
WP_H_NUKETEST                 "Atak Nuklearny - Najlepsza definicja pie*dolniecia."

GAME_ARMAGEDDON               "Armageddon"
GAME_LONG_ARMAGEDDON          "Armageddon"
WP_H_ARMAGEDDON               "Armageddon - Kiedy nie masz juz nic do stracenia."

GAME_CLONED_SHEEP             "Sklonowane Owce"
GAME_LONG_CLONED_SHEEP        "Sklonowane Owce"


GAME_SKIP_GO                  "Pomin Kolejke"
GAME_LONG_SKIP_GO             "Pomin Kolejke"

GAME_SURRENDER                "Poddaj Sie"
GAME_LONG_SURRENDER           "Poddaj Sie"

GAME_SELECT_WORM              "Wybor Robaka"
GAME_LONG_SELECT_WORM         "Wybor robaka"
WP_H_SELECT                   "Wybor robaka - Ene, due, rike, fake..."

GAME_FREEZE                   "Zamrozenie"
GAME_LONG_FREEZE              "Zamrozenie"
WP_H_FREEZE                   "Zamrozenie - Przenosny lodowiec."

GAME_MAGIC_BULLET             "Magiczny Pocisk"
GAME_LONG_MAGIC_BULLET        "Magiczny Pocisk"
WP_H_MAGIC                    "Magiczny Pocisk - Zupelnie nieprzewidywalny."

# Default teams

TEAM_HUMAN                    "Gracz 1"

TEAM_HUMAN_WORM_1             "Robak 1"
TEAM_HUMAN_WORM_2             "Robak 2"
TEAM_HUMAN_WORM_3             "Robak 3"
TEAM_HUMAN_WORM_4             "Robak 4"

TEAM_COMP_1_NAME              "Krolestwo"
TEAM_COMP_2_NAME              "Team17"
TEAM_COMP_3_NAME              "Ohydniaki"
TEAM_COMP_4_NAME              "Kretackie 8"
TEAM_COMP_5_NAME              "Jad"

TEAM_COMP_1_WORM_1            "Krolowa"
TEAM_COMP_1_WORM_2            "Ksiaze Karol"
TEAM_COMP_1_WORM_3            "Ksiaze Andrzej"
TEAM_COMP_1_WORM_4            "Ksiaze Persji"
TEAM_COMP_1_WORM_5            "Krolowa Matka"
TEAM_COMP_1_WORM_6            "Henryk VIII"
TEAM_COMP_1_WORM_7            "Krol Kanut"
TEAM_COMP_1_WORM_8            "Sal"

TEAM_COMP_2_WORM_1            "Lambo"
TEAM_COMP_2_WORM_2            "Zelda"
TEAM_COMP_2_WORM_3            "Grzaski B"
TEAM_COMP_2_WORM_4            "Spadge"
TEAM_COMP_2_WORM_5            "Szatan"
TEAM_COMP_2_WORM_6            "Robert"
TEAM_COMP_2_WORM_7            "PC"
TEAM_COMP_2_WORM_8            "Randalizm"

TEAM_COMP_3_WORM_1            "Vinny Jones"
TEAM_COMP_3_WORM_2            "Cilla Black"
TEAM_COMP_3_WORM_3            "Old Spice"
TEAM_COMP_3_WORM_4            "George Graham"
TEAM_COMP_3_WORM_5            "Bob Monkhouse"
TEAM_COMP_3_WORM_6            "Alex Ferguson"
TEAM_COMP_3_WORM_7            "Vera Lynn"
TEAM_COMP_3_WORM_8            "Spotty Spice"

TEAM_COMP_4_WORM_1            "El Presidente"
TEAM_COMP_4_WORM_2            "Stazystka"
TEAM_COMP_4_WORM_3            "Tony Blair"
TEAM_COMP_4_WORM_4            "Malgosia T."
TEAM_COMP_4_WORM_5            "Sprytny Facet"
TEAM_COMP_4_WORM_6            "Ksiaze Karol"
TEAM_COMP_4_WORM_7            "Hektor Flushwit"
TEAM_COMP_4_WORM_8            "Ogarek"

TEAM_COMP_5_WORM_1            "Leb"
TEAM_COMP_5_WORM_2            "Tebbitbreath"
TEAM_COMP_5_WORM_3            "Cuchnacy Smrod"
TEAM_COMP_5_WORM_4            "Y Front"
TEAM_COMP_5_WORM_5            "Peuce"
TEAM_COMP_5_WORM_6            "Sluz"
TEAM_COMP_5_WORM_7            "Opryszczkowy"
TEAM_COMP_5_WORM_8            "Glupek"

# Team UI

TML_HELP                      "Lewy przycisk dodaje druzyne do gry, prawy umozliwia jej edycje."
TMLIG_HELP                    "Lewy przycisk usuwa druzyne z gry."
TT_HELP                       "Lewy przycisk wybiera druzyne do treningu, prawy umozliwia jej edycje."
TT_TEAMLIST_TRAINING_1        "Najlepszy czas"
TT_TEAMLIST_TRAINING_2        "Najlepszy czas"
TT_TEAMLIST_TRAINING_3        "Najlepszy czas"
TT_TEAMLIST_TRAINING_4        "Najlepszy czas"
TT_TEAMLIST_TRAINING_5_CD     "Najlepszy czas"
TT_TEAMLIST_TRAINING_5_STEAM  "Najlepszy czas"
TMLIR_HELP                    "Druzyny uczestniczace w grze."
QT_HELP                       "Kliknij na druzyne, aby ja usunac."
TLM_COL1                      "Nazwa druzyny"
TLM_COL2                      "Punkty"
TLC_COL2                      "Ranga"

# Game and team statistics

STAT_HEALTH                   "\1 (\2) zdobywa jubileuszowa nagrode Florencji Nightingale - butelke goracej wody!"
STAT_NOAWARDS                 "Nie przyznano zadnych nagrod."
STAT_TOTALKILLED              "Podczas tej rozgrywki zabiles \1 robaka/robaki/robakow) ."
STAT_TOTALDAMAGE              "Podczas tej rozgrywki straciles \1 punktow energii."
STAT_ACCURATE                "\1 (\2) otrzymuje nagrode za celnosc. Skutecznosc w tym przypadku wynosila \3%"
STAT_BESTSHOT                 "\1 (\2) otrzymuje nagrode za najlepszy strzal, ktorym zabil \3 robaka/robaki/robakow i odebral \4 punktow energii."
STAT_STRATEGIC                "\1 (\2) otrzymuje nagrode za najlepsza strategie."
STAT_ACROBATIC                "\1 (\2) otrzymuje nagrode Cyrku Wielkiego Billa."
STAT_SURVIVOR                 "\1 (\2) to robak, ktoremu udalo sie przezyc najdluzej."
STAT_USELESS                  "\1 (\2) to robak, ktory popisal sie najmniejsza skutecznoscia."
STAT_BORING                   "Najnudniejszym robakiem zostaje \1 (\2)."
STAT_LEASTPOPULAR             "\1 (\2) zostal uznany za najmniej popularnego."
STAT_LIABILITY                "\1 (\2) - jednego problemu mniej."
STAT_DARKSIDE                 "Robak, ktory przeszedl na Ciemna Strone Mocy to \1 (\2)."
STAT_GREEDY                   "\1 (\2) dostaje nagrode Wesolego Klienta."
STAT_HIGHFLYER                "\1 (\2) dostaje pozdrowienia od NASA za lot o dlugosci \3m."
STAT_HOMERUNS                 "Nagrode im. George'a 'Babe' Ruth'a otrzymuje \1 (\2)."
STAT_ANIMALS                  "Nagrode Doktora Dolittle'a otrzymuje \1 (\2)."
STAT_COWARD                   "\1 (\2) ma dziwny, zolty kolor."
STAT_ENDOFROUND               "Koniec rundy \1"
STAT_ROUNDTIME                "Dlugosc rundy: \1"
STAT_GAMETIME                 "Czas gry: \1"
STAT_BESTDAMAGEWORM           "Najgrozniejszy robak : \1 (\2)"
STAT_WORMOFROUND              "Tytul robaka rundy otrzymuje: \1 (\2)"
STAT_BESTKILLS                "Najwiecej zabic za jednym strzalem: \1 - \2 (\3)"
STAT_BESTKILLSWORM            "Najlepszy strzal : \1 (\2)"
STAT_BESTDAMAGE               "Najwieksze zniszczenia za jednym strzalem: \1 - \2 (\3)"
STAT_TEAMSWINROUND            "\1 wygrywa te runde."
STAT_REDWINROUND              "Te runde wygrala druzyna czerwonych"
STAT_BLUEWINROUND             "Te runde wygrala druzyna niebieskich"
STAT_GREENWINROUND            "Te runde wygrala druzyna zielonych"
STAT_YELLOWWINROUND           "Te runde wygrala druzyna zoltych"
STAT_MAGENTAWINROUND          "Te runde wygrala druzyna fuksjowych"
STAT_CYANWINROUND             "Te runde wygrala druzyna turkusowych"
STAT_DRAW                     "Ta runda skonczyla sie remisem."
STAT_TEAMSWINMATCH            "\1 wygrywa mecz!"
STAT_REDWINMATCH              "Mecz wygrala druzyna czerwnych!"
STAT_BLUEWINMATCH             "Mecz wygrala druzyna niebieskich!"
STAT_GREENWINMATCH            "Mecz wygrala druzyna zielonych!"
STAT_YELLOWWINMATCH           "Mecz wygrala druzyna zoltych!"
STAT_MAGENTAWINMATCH          "Mecz wygrala druzyna fuksjowych!"
STAT_CYANWINMATCH             "Mecz wygrala druzyna turkusowych!"

STAT_WORMMATCH                "Robakiem meczu zostaje \1 (\2) \3 zabic."
STATT_ACCURATE                "\1 zdobywa nagrode za celnosc. (\2%)"
STATT_BORING                  "\1 otrzymuje tytul najnudniejszej druzyny."
STATT_STRATEGIC               "Druzyna \1 to mistrzowie ciemnej strony!"
STATT_USELESS                 "Druzyna %s nie spisala sie najlepiej."
STATT_EXCITING                "\1 dostaje nagrode za ciekawa gre."
STATT_GREEDY                  "%s dostaje nagrode za najlepsze zakupy."
STATT_CROWD                   "Nagrode za spektakularna gre dostaje \1."
STATT_CHATTERBOX              "\1 to dopiero gadula!"
STATT_OUTCAST                 "\1 to zupelna niemowa."

NET_NEWSTATS1                 "Misje"
NET_NEWSTATS2                 "Status misji"
NET_NEWSTATS3                 "Druzyna"
NET_NEWSTATS4                 "Nazwa druzyny"
NET_NEWSTATS5                 "Nazwa robaka 1"
NET_NEWSTATS6                 "Nazwa robaka 2"
NET_NEWSTATS7                 "Nazwa robaka 3"
NET_NEWSTATS8                 "Nazwa robaka 4"
NET_NEWSTATS9                 "Nazwa robaka 5"
NET_NEWSTATS10                "Nazwa robaka 6"
NET_NEWSTATS11                "Nazwa robaka 7"
NET_NEWSTATS12                "Nazwa robaka 8"
NET_NEWSTATS13                "Wygrane gry"
NET_NEWSTATS14                "Zremisowane gry"
NET_NEWSTATS15                "Przegrane gry"
NET_NEWSTATS16                "Zabitych"
NET_NEWSTATS17                "Straconych"
NET_NEWSTATS18                "Zabito (za)"
NET_NEWSTATS19                "Zabito (przeciw)"
NET_NEWSTATS20                "Aktualna misja"
NET_NEWSTATS21                "Stopien deathmatch'owy"
NET_NEWSTATS22                "Ukonczony trening"
NET_NEWSTATS23                "Postep druzyny"
NET_NEWSTATS24                "Najlepszy czas"
NET_NEWSTATS25                "Pokaz informacje o misji"
NET_NEWSTATS26                "Statystyki wybranej druzyny"

TEAMINFO_INTRO                "\1 uzyskal nastepujace oceny..."
TEAMINFO_SUBTITLE_DEATHMATCH  "Gry w trybie Deathmatch"
TEAMINFO_DEATH_1              "Otrzymuje stopien\1."
TEAMINFO_DEATH_2              "Gracz rozegral \1 rund, podczas ktorych zabil \2 robakow wroga i stracil \3 swoich robakow."
TEAMINFO_DEATH_MEDAL          "Za swoje osiagniecia zdobywasz \1 medal."
TEAMINFO_DEATH_NOMEDAL        "Nie otrzymujesz zadnego medalu."
TEAMINFO_SUBTITLE_TRAINING    "Dyscypliny Treningowe"
TEAMINFO_TRAIN_INTRO          "Do tej druzyny naleza nastepujace rekordy:"
TEAMINFO_TRAIN_RECORDS        "\1 - \2 sekund."
TEAMINFO_TRAIN_RECORDS_AWARD  "\1 - \2 sekund  ( \3 Nagroda )."
TEAMINFO_SUBTITLE_MISSION     "Osiagniecia"
TEAMINFO_MISSION              "Ta druzyna dotarla do misji \1."
TEAMINFO_MISSION_NOAWARD      "Za to nie przyznano Ci zadnego medalu."
TEAMINFO_MISSION_AWARD        "Druzyna zdobyla \1 Medal."
TEAMINFO_SUBTITLE_MULTIPLAYER "Statystyki Multiplayer"
TEAMINFO_MULTI_PLAYED         "Rundy rozegrane \1."
TEAMINFO_MULTI_WON            "Rundy wygrane \1."
TEAMINFO_MULTI_WORMSKILLED    "Robaki zabite przez Ciebie - \1."
TEAMINFO_MULTI_LOST           "Rundy przegrane \1."
TEAMINFO_MULTI_WORMSLOST      "Robaki stracone w akcji - \1."
TEAMINFO_MULTI_RANK           "Na podstawie tych wynikow otrzymujesz stopien: \1."
TEAMINFO_SUBTITLE_OVERALL     "Ogolna ocena"
TEAMINFO_OVER_RANK            "Podsumowujac, ta druzyna zasluzyla sobie na miano: \1."

# Mission / training

MEDAL_BRONZE                  "brazowy"
MEDAL_SILVER                  "srebrny"
MEDAL_GOLD                    "zloty"

WORMNAME_0                    "Wartownik"
WORMNAME_1                    "Straznik"
WORMNAME_2                    "Snajper"
WORMNAME_3                    "Grenadier"
WORMNAME_4                    "Szeregowiec"
WORMNAME_5                    "Artyleria"
WORMNAME_6                    "Kapitan"
WORMNAME_7                    "Tajny agent"
WORMNAME_8                    "Major"
WORMNAME_9                    "General"
WORMNAME_10                   "Marszalek polowy"
WORMNAME_11                   "Zabojca"

TEAMNAME0                     "Mieso armatnie"
TEAMNAME1                     "Komandosi"
TEAMNAME2                     "Elita"
TEAMNAME3                     "Wrog publiczny"
TEAMNAME4                     "Warta"
TEAMNAME5                     "Dzialonowi"
TEAMNAME6                     "Oficerzy"
TEAMNAME7                     "Patrol"
TEAMNAME8                     "Pluton"
TEAMNAME9                     "Ruch oporu"
TEAMNAME10                    "Sily specjalne"

MISSION_NAME_1                "Zamek Mordercy"
MISSION_NAME_2                "W bibliotece wszystko spokojnie?"
MISSION_NAME_3                "Operacja Market Garden"
MISSION_NAME_4                "Wojna chemiczna"
MISSION_NAME_5                "Odliczanie przed Armageddonem!"
MISSION_NAME_6                "Strefa zrzutu"
MISSION_NAME_7                "Ziarnko piasku w oku"
MISSION_NAME_8                "Jurajski Robak"
MISSION_NAME_9                "Celuj dlugo, ale dobrze"
MISSION_NAME_10               "Wielki strzal"
