Русский

# Generic

BLANK                         " "
GAME_BRIDGEKIT                "Набор балок"
GAME_LONG_BRIDGEKIT           "Набор балок"
WP_H_GIRDERS                  "Набор балок - ускоренные курсы архитектуры"


GAME_NINJA_ROPE               "Веревка ниндзя"
GAME_LONG_NINJA_ROPE          "Веревка ниндзя"
WP_H_NINJAROPE                "Веревка ниндзя - мастера получают большие награды"

GAME_BUNGEE                   "Банджи"
GAME_LONG_BUNGEE              "Банджи"
WP_H_BUNGEE                   "Банджи - экстремальное увлечение!"

GAME_PARACHUTE                "Парашют"
GAME_LONG_PARACHUTE           "Парашют"
WP_H_PARACHUTE                "Парашют - будьте всегда готовы к большим падениям"

GAME_TELEPORT                 "Телепорт"
GAME_LONG_TELEPORT            "Телепорт"
WP_H_TELEPORT                 "Телепорт - лучший способ путешествовать"

GAME_SCALES                   "Весы правосуд."
GAME_LONG_SCALES              "Весы правосудия"
WP_H_SCALES                   "Весы правосудия - гордость царя Соломона"


GAME_SUPER_BANANA             "Супер банан"
GAME_LONG_SUPER_BANANA        "Супер банано-бомба"
WP_H_SUPERBANANA              "Супербанан - овчинка стоит выделки!"

GAME_HOLY_GRENADE             "Святая граната"
GAME_LONG_HOLY_GRENADE        "Святая ручная граната"
WP_HOLYHANDGRENADE            "Святая граната"
WP_H_HOLY                     "\"Святая\" граната"

GAME_FLAME_THROWER            "Огнемет"
GAME_LONG_FLAME_THROWER       "Огнемет"
WP_FLAMETHROWER               "Огнемет"
WP_H_FLAMETHROWER             "Огнемет - разожги огонь любви!"

GAME_SALLY_ARMY               "Армия спасения"
GAME_LONG_SALLY_ARMY          "Армия спасения"
WP_H_SALLY                    "Армия спасения - окажите вашим врагам милосердие"

GAME_MB_BOMB                  "Бомба МБ"
GAME_LONG_MB_BOMB             "Бомба Мартина Брауна"
WP_H_MBBOMB                   "Желанная бомба Мартина Брауна"


GAME_PETROL_BOMB              "Кокт. Молотова"
GAME_LONG_PETROL_BOMB         "Коктейль Молотова"
WP_H_PETROL                   "Коктейль Молотова - предпочтение горожан"

GAME_SKUNK                    "Скунс"
GAME_LONG_SKUNK               "Скунс"
WP_H_GASGRENADE               "Скунс - плохо пахнет!"

GAME_MING_VASE                "Ваза Мин"
GAME_LONG_MING_VASE           "Бесценная ваза Мин"
WP_H_MINGVASE                 "Ваза Мин - теракт на выставке антиквариата"

GAME_SHEEP_STRIKE             "Удар овец"
GAME_LONG_SHEEP_STRIKE        "Удар французских овец"
WP_H_SHEEPSTRIKE              "Удар французских овец - удивительное и непонятное оружие"

GAME_CARPET_BOMB              "Ковровая бомб."
GAME_LONG_CARPET_BOMB         "Ковровая бомбардировка"
WP_H_CARPET                   "Ковровая бомбардировка - давай повыбиваем эту пыль"


GAME_MAD_COW                  "Бешен. корова"
GAME_LONG_MAD_COW             "Бешеная корова"
WP_MADCOW                     "Бешеная корова"
WP_H_MADCOW                   "Бешеная корова - свеженькая из резерва"

GAME_OLD_WOMAN                "Старушка"
GAME_LONG_OLD_WOMAN           "Старушка"
WP_OLDWOMAN                   "Старушка"
WP_H_OLDWOMAN                 "Старушка - наконец-то пригодилась ваша бабушка!"

GAME_DONKEY                   "Осел"
GAME_LONG_DONKEY              "Бетонный осел"
WP_H_DONKEY                   "Бетонный осёл - смертельная тяжесть постамента"

GAME_NUCLEAR_BOMB             "Ядерное испыт."
GAME_LONG_NUCLEAR_BOMB        "Индийское ядерное испытание"
WP_H_NUKETEST                 "Индийское ядерное испытание - в пакистанской пустыне всем понравилось"

GAME_ARMAGEDDON               "Армагеддон"
GAME_LONG_ARMAGEDDON          "Армагеддон"
WP_H_ARMAGEDDON               "Армагеддон - глобальное разрушение"

GAME_CLONED_SHEEP             "Клонированная овца"
GAME_LONG_CLONED_SHEEP        "Клонированная овца"


GAME_SKIP_GO                  "Пропуск хода"
GAME_LONG_SKIP_GO             "Пропуск хода"

GAME_SURRENDER                "Капитуляция"
GAME_LONG_SURRENDER           "Капитуляция"

GAME_SELECT_WORM              "Выбор червя"
GAME_LONG_SELECT_WORM         "Выбор червя"
WP_H_SELECT                   "Выбор червя - Иван Царевич, король, королевич..."

GAME_FREEZE                   "Заморозка"
GAME_LONG_FREEZE              "Заморозка"
WP_H_FREEZE                   "Заморозка - ледник в упаковке"

GAME_MAGIC_BULLET             "Волшебн. пуля"
GAME_LONG_MAGIC_BULLET        "Волшебная пуля"
WP_H_MAGIC                    "Волшебная пуля - именно так был убит Кеннеди..."

# Default teams

TEAM_HUMAN                    "Первый игрок"

TEAM_HUMAN_WORM_1             "Червь 1"
TEAM_HUMAN_WORM_2             "Червь 2"
TEAM_HUMAN_WORM_3             "Червь 3"
TEAM_HUMAN_WORM_4             "Червь 4"

TEAM_COMP_1_NAME              "ROYALTY"
TEAM_COMP_2_NAME              "TEAM17"
TEAM_COMP_3_NAME              "NASTY CREW"
TEAM_COMP_4_NAME              "DODGY 8"
TEAM_COMP_5_NAME              "VENOM"

TEAM_COMP_1_WORM_1            "The Queen"
TEAM_COMP_1_WORM_2            "Prince Charles"
TEAM_COMP_1_WORM_3            "Prince Andrew"
TEAM_COMP_1_WORM_4            "Prince Of Persia"
TEAM_COMP_1_WORM_5            "Queen Mum"
TEAM_COMP_1_WORM_6            "Henry 8th"
TEAM_COMP_1_WORM_7            "King Canute"
TEAM_COMP_1_WORM_8            "Sal"

TEAM_COMP_2_WORM_1            "Lambo"
TEAM_COMP_2_WORM_2            "Zelda"
TEAM_COMP_2_WORM_3            "Boggy B"
TEAM_COMP_2_WORM_4            "Spadge"
TEAM_COMP_2_WORM_5            "Satan"
TEAM_COMP_2_WORM_6            "Rob"
TEAM_COMP_2_WORM_7            "PC"
TEAM_COMP_2_WORM_8            "Randalism"

TEAM_COMP_3_WORM_1            "Vinny Jones"
TEAM_COMP_3_WORM_2            "Cilla Black"
TEAM_COMP_3_WORM_3            "Mr.X"
TEAM_COMP_3_WORM_4            "George Graham"
TEAM_COMP_3_WORM_5            "Bob Monkhouse"
TEAM_COMP_3_WORM_6            "Alex Ferguson"
TEAM_COMP_3_WORM_7            "Vera Lynn"
TEAM_COMP_3_WORM_8            "Spotty Spice"

TEAM_COMP_4_WORM_1            "El Presidente"
TEAM_COMP_4_WORM_2            "The Intern"
TEAM_COMP_4_WORM_3            "Tony Blair"
TEAM_COMP_4_WORM_4            "Maggie T"
TEAM_COMP_4_WORM_5            "Dodgy Bloke"
TEAM_COMP_4_WORM_6            "Prince Charles"
TEAM_COMP_4_WORM_7            "Hector Flushwit"
TEAM_COMP_4_WORM_8            "Stub"

TEAM_COMP_5_WORM_1            "Noggin"
TEAM_COMP_5_WORM_2            "Tebbitbreath"
TEAM_COMP_5_WORM_3            "Foul Stench"
TEAM_COMP_5_WORM_4            "Y Front"
TEAM_COMP_5_WORM_5            "Peuce"
TEAM_COMP_5_WORM_6            "Mucus"
TEAM_COMP_5_WORM_7            "Pustulous"
TEAM_COMP_5_WORM_8            "Spanner"

# Team UI

TML_HELP                      "Левая кнопка мыши - добавить команду в игру. Правая - редактировать команду."
TMLIG_HELP                    "Левая кнопка мыши - удалить эту команду из игры."
TT_HELP                       "Левая кнопка мыши - выберите команду для прохождения тренировок. Правая - редактировать команду."
TT_TEAMLIST_TRAINING_1        "Лучшее время в Гонках Суперовец"
TT_TEAMLIST_TRAINING_2        "Лучшее время в Тире"
TT_TEAMLIST_TRAINING_3        "Лучшее время в Сумасшедших Ящиках"
TT_TEAMLIST_TRAINING_4        "Лучшее время в Артиллерийском Полигоне"
TT_TEAMLIST_TRAINING_5_CD     "Лучшее время в Эвтаназии"
TT_TEAMLIST_TRAINING_5_STEAM  "Лучшее время"
TMLIR_HELP                    "Команды, участвующие в игре"
QT_HELP                       "Щёлкните на команду, чтобы её убрать"
TLM_COL1                      "Имя команды"
TLM_COL2                      "Очки"
TLC_COL2                      "Ранг"

# Game and team statistics

STAT_HEALTH                   "\1 (\2) выигрывает юбилейный градусник Доктора Айболита!"
STAT_NOAWARDS                 "Наград никто не получил."
STAT_TOTALKILLED              "За время игры было убито \1 червей."
STAT_TOTALDAMAGE              "За время игры было нанесено \1 единиц(ы) урона."
STAT_ACCURATE                 "Награда за точность достается \1 (\2) - он стрелял с \3% вероятностью попадания в цель."
STAT_BESTSHOT                 "Награду за лучший выстрел выиграл \1 (\2) - он убил \3 червей и нанес урон в \4 единиц(ы)."
STAT_STRATEGIC                "\1 (\2) получает награду за стратегию."
STAT_ACROBATIC                "Награду цирка Куклачева получает \1 (\2)."
STAT_SURVIVOR                 "Самым живучим червем оказался \1 (\2)."
STAT_USELESS                  "\1 (\2) был самым бесполезным."
STAT_BORING                   "Самым нудным был признан \1 (\2)."
STAT_LEASTPOPULAR             "\1 (\2) признан менее популярным."
STAT_LIABILITY                "\1 (\2) был обузой."
STAT_DARKSIDE                 "\1 (\2) перешел на тёмную сторону."
STAT_GREEDY                   "Награда Счастливого Шоппера досталась \1 (\2)."
STAT_HIGHFLYER                "NASA приветствует \1 (\2), который подлетел на высоту \3."
STAT_HOMERUNS                 "Бейсбольная награда достается \1 (\2)."
STAT_ANIMALS                  "Награду Доктора Дулиттла получил \1 (\2)."
STAT_COWARD                   "\1 (\2) подозрительно пожелтел."
STAT_ENDOFROUND               "Конец \1 раунда"
STAT_ROUNDTIME                "Раунд длился: \1"
STAT_GAMETIME                 "Общее время игры: \1"
STAT_BESTDAMAGEWORM           "Самым опасным червём стал: \1 (\2)"
STAT_WORMOFROUND              "Червь раунда: \1 (\2)"
STAT_BESTKILLS                "Наибольшее количество убийств за один выстрел: \1 - \2 (\3)"
STAT_BESTKILLSWORM            "Червь, который совершил этот выстрел: \1 (\2)"
STAT_BESTDAMAGE               "Максимальный урон за один выстрел: \1 - \2 (\3)"
STAT_TEAMSWINROUND            "\1 выиграли раунд."
STAT_REDWINROUND              "Команда красных выиграла раунд."
STAT_BLUEWINROUND             "Команда синих выиграла раунд."
STAT_GREENWINROUND            "Команда зеленых выиграла раунд."
STAT_YELLOWWINROUND           "Команда желтых выиграла раунд."
STAT_MAGENTAWINROUND          "Команда сиреневых выиграла раунд."
STAT_CYANWINROUND             "Команда бирюзовых выиграла раунд."
STAT_DRAW                     "Раунд сыгран в ничью."
STAT_TEAMSWINMATCH            "\1 выигрывает матч!"
STAT_REDWINMATCH              "Команда красных выиграла матч!"
STAT_BLUEWINMATCH             "Команда синих выиграла матч!"
STAT_GREENWINMATCH            "Команда зеленых выиграла матч!"
STAT_YELLOWWINMATCH           "Команда желтых выиграла матч!"
STAT_MAGENTAWINMATCH          "Команда сиреневых выиграла матч!"
STAT_CYANWINMATCH             "Команда бирюзовых выиграла матч!"

STAT_WORMMATCH                "Червем матча стал \1 (\2), он убил \3 врагов."
STATT_ACCURATE                "\1 выиграл снайперскую награду... (\2%)"
STATT_BORING                  "\1 стали самой нудной командой."
STATT_STRATEGIC               "Приветствуем \1 - мастеров темной стороны!"
STATT_USELESS                 "\1 был совершенно бесполезным."
STATT_EXCITING                "\1 выиграл представительскую награду."
STATT_GREEDY                  "Награда шоппера достается \1."
STATT_CROWD                   "Награда играющего на публику достается \1."
STATT_CHATTERBOX              "\1 не мог успокоиться!"
STATT_OUTCAST                 "\1 ничего не сказал."

NET_NEWSTATS1                 "Статистика миссий"
NET_NEWSTATS2                 "Миссия"
NET_NEWSTATS3                 "Общая статистика"
NET_NEWSTATS4                 "Название команды"
NET_NEWSTATS5                 "Первый Червь"
NET_NEWSTATS6                 "Второй Червь"
NET_NEWSTATS7                 "Третий Червь"
NET_NEWSTATS8                 "Четвертый Червь"
NET_NEWSTATS9                 "Пятый Червь"
NET_NEWSTATS10                "Шестой Червь"
NET_NEWSTATS11                "Седьмой Червь"
NET_NEWSTATS12                "Восьмой Червь"
NET_NEWSTATS13                "Одержано побед"
NET_NEWSTATS14                "Ничьих"
NET_NEWSTATS15                "Проиграно игр"
NET_NEWSTATS16                "Потеряно"
NET_NEWSTATS17                "Убито"
NET_NEWSTATS18                "Убито врага"
NET_NEWSTATS19                "Потери своих"
NET_NEWSTATS20                "Текущая миссия"
NET_NEWSTATS21                "Ранг в Бою насмерть"
NET_NEWSTATS22                "Пройденные тренировки"
NET_NEWSTATS23                "Общий рейтинг команды"
NET_NEWSTATS24                "Время"
NET_NEWSTATS25                "Показать информацию о миссии"
NET_NEWSTATS26                "Статистика выбранной команды."

TEAMINFO_INTRO                "\1 достигли следующего..."
TEAMINFO_SUBTITLE_DEATHMATCH  "БОЙ НАСМЕРТЬ"
TEAMINFO_DEATH_1              "Достигает ранга \1."
TEAMINFO_DEATH_2              "Сыграл \1 раундов, убил \2 вражеских червей, потеряв при этом \3 своих червей."
TEAMINFO_DEATH_MEDAL          "За это представление вручается \1 медаль."
TEAMINFO_DEATH_NOMEDAL        "Это представление не заслуживает медали."
TEAMINFO_SUBTITLE_TRAINING    "ТРЕНИРОВКИ"
TEAMINFO_TRAIN_INTRO          "Эта команда имеет следующие рекорды;"
TEAMINFO_TRAIN_RECORDS        "\1 - \2 секунд."
TEAMINFO_TRAIN_RECORDS_AWARD  "\1 - \2 секунд ( \3 награда )."
TEAMINFO_SUBTITLE_MISSION     "ПРОХОЖДЕНИЕ МИССИЙ"
TEAMINFO_MISSION              "Эта команда дошла до миссии \1."
TEAMINFO_MISSION_NOAWARD      "За такое прохождение медаль не положена."
TEAMINFO_MISSION_AWARD        "Этой команде достается \1 медаль."
TEAMINFO_SUBTITLE_MULTIPLAYER "СТАТИСТИКА МНОГОПОЛЬЗОВАТЕЛЬСКИХ ИГР"
TEAMINFO_MULTI_PLAYED         "Сыграно раундов \1."
TEAMINFO_MULTI_WON
	"Выиграно  \1.\n"
	" раундов"
TEAMINFO_MULTI_WORMSKILLED    "Убито \1 червей."
TEAMINFO_MULTI_LOST           "Проиграно раундов \1."
TEAMINFO_MULTI_WORMSLOST      "В битвах потеряно \1 червей."
TEAMINFO_MULTI_RANK           "Твой ранг на основании этого представления \1."
TEAMINFO_SUBTITLE_OVERALL     "ОБЩИЙ РЕЙТИНГ"
TEAMINFO_OVER_RANK            "В общем рейтинге команде присвоен ранг \1."

# Mission / training

MEDAL_BRONZE                  "БРОНЗОВАЯ"
MEDAL_SILVER                  "СЕРЕБРЯНАЯ"
MEDAL_GOLD                    "ЗОЛОТАЯ"

WORMNAME_0                    "Часовой"
WORMNAME_1                    "Охранник"
WORMNAME_2                    "Снайпер"
WORMNAME_3                    "Гранатометчик"
WORMNAME_4                    "Полевой солдат"
WORMNAME_5                    "Артиллерия"
WORMNAME_6                    "Капитан"
WORMNAME_7                    "Секретный агент"
WORMNAME_8                    "Майор"
WORMNAME_9                    "Генерал"
WORMNAME_10                   "Фельдмаршал"
WORMNAME_11                   "Наемный убийца"

TEAMNAME0                     "Пушечное мясо"
TEAMNAME1                     "Коммандос"
TEAMNAME2                     "Элита"
TEAMNAME3                     "Враги"
TEAMNAME4                     "Гвардейцы"
TEAMNAME5                     "Стрелки"
TEAMNAME6                     "Офицеры"
TEAMNAME7                     "Патруль"
TEAMNAME8                     "Взвод"
TEAMNAME9                     "Сопротивление"
TEAMNAME10                    "Спецвойска"

MISSION_NAME_1                "Дворец убийцы"
MISSION_NAME_2                "В библиотеке все тихо?"
MISSION_NAME_3                "Операция \"Овощной Базар\""
MISSION_NAME_4                "Химическая война"
MISSION_NAME_5                "Обратный отсчет до Армагеддона!"
MISSION_NAME_6                "Зона высадки"
MISSION_NAME_7                "Песок в глазах"
MISSION_NAME_8                "Червь Юрского периода"
MISSION_NAME_9                "Меткий глаз"
MISSION_NAME_10               "Большой выстрел"
MISSION_NAME_11               "Драка на ферме"
MISSION_NAME_12               "Бананы, вперёд!"
MISSION_NAME_13               "Ядреная бомба"
MISSION_NAME_14               "Коровье бешенство"
MISSION_NAME_15               "Марсианская Звезда"
MISSION_NAME_16               "Неприятности на горе Вормор"
MISSION_NAME_17               "Украденные товары"
MISSION_NAME_18               "Базука на скалах"
MISSION_NAME_19               "Мокрый сюрприз"
MISSION_NAME_20               "Горячие штучки"
MISSION_NAME_21               "Тонущий ледник"
MISSION_NAME_22               "Проблемы с тыквой"
MISSION_NAME_23               "Засада!"
MISSION_NAME_24               "Незаменимый"
MISSION_NAME_25               "Ботинки положительного героя"
MISSION_NAME_26               "Суперовца спешит на помощь!"
MISSION_NAME_27               "Спаси агента Дэнниса!"
MISSION_NAME_28               "Разборки в Магазине Игрушек"
MISSION_NAME_29               "Мухоморы тут не растут..."
MISSION_NAME_30               "Холодный как лед"
MISSION_NAME_31               "Наш паровоз..."
MISSION_NAME_32               "Спектральный анализ?"
MISSION_NAME_33               "Кто оставил шлюз открытым?"

MISSION_DETAIL_1
	"Один из лучших вражеских генералов разрабатывает жестокий план действий, находясь на своей секретной базе.\n"
	"\n"
	"С помощью разведки мы определили местоположение этой базы и теперь отправляем тебя ликвидировать генерала до того, как его планы начнут воплощаться. \n"
	"\n"
	"Мы предполагаем, что враг может перехватить это сообщение и начнет готовиться к твоему прибытию, поэтому требуется максимальная осторожность."
MISSION_DETAIL_2
	"Твои солдаты наткнулись на вражеские склады. \n"
	"\n"
	"Захвати территорию и вынеси со складов как можно больше боеприпасов. \n"
	"\n"
	"Действуй решительно и быстро. Посматривай на часы, потому что мы собираемся разнести весь этот район на мелкие кусочки!"
MISSION_DETAIL_3
