Français

# Generic

BLANK                         " "
GAME_GIRDER                   "Poutre"
GAME_LONG_GIRDER              "Poutre"
WP_H_GIRDER                   "Poutre - Pour construire des ponts ou des barrières, au choix."

GAME_BASEBALL_BAT             "Batte de baseball"
GAME_LONG_BASEBALL_BAT        "Batte de baseball"
WP_H_BASEBALLBAT              "Batte de baseball - Tout droit sortie des champs de bataille."

GAME_BRIDGEKIT                "Kit de poutres"
GAME_LONG_BRIDGEKIT           "Kit de démarrage de poutres"
WP_H_GIRDERS                  "Kit de poutres - L'architecture pour les nuls."


GAME_NINJA_ROPE               "Corde ninja"
GAME_LONG_NINJA_ROPE          "Corde ninja"
WP_H_NINJAROPE                "Corde ninja - La maîtrise de la corde est un atout non négligeable."

GAME_BUNGEE                   "Élastique"
GAME_LONG_BUNGEE              "Élastique"
WP_H_BUNGEE                   "Élastique - Une action trépidante !"

GAME_PARACHUTE                "Parachute"
GAME_LONG_PARACHUTE           "Parachute"
WP_H_PARACHUTE                "Parachute - Préparez-vous à des chutes vertigineuses !"

GAME_TELEPORT                 "Téléporteur"
GAME_LONG_TELEPORT            "Téléporteur"
WP_H_TELEPORT                 "Téléporteur - On n'a rien inventé de mieux pour voyager."

GAME_SCALES                   "Balance de la justice"
GAME_LONG_SCALES              "Balance de la justice"
WP_H_SCALES                   "Balance de la justice - Les vers aussi naissent libres et égaux en droits."


GAME_SUPER_BANANA             "Super banane"
GAME_LONG_SUPER_BANANA        "Super bombe banane"
WP_H_SUPERBANANA              "Super bombe banane - Trouvée chez le Super épicier du coin."

GAME_HOLY_GRENADE             "Ste Grenade"
GAME_LONG_HOLY_GRENADE        "Sainte Grenade"
WP_HOLYHANDGRENADE            "Grenade sacrée"
WP_H_HOLY                     "Grenade sacrée - L'arme préférée du bon dieu."

GAME_FLAME_THROWER            "Lance-flammes"
GAME_LONG_FLAME_THROWER       "Lance-flammes"
WP_FLAMETHROWER               "Lance-flammes"
WP_H_FLAMETHROWER             "Lance-flammes - Qui veut du feu ?"

GAME_SALLY_ARMY               "Armée du salut"
GAME_LONG_SALLY_ARMY          "Armée du salut"
WP_H_SALLY                    "Armée du salut - Soyez charitable."

GAME_MB_BOMB                  "Bombe MB"
GAME_LONG_MB_BOMB             "Bombe MB"
WP_H_MBBOMB                   "Bombe MB - Mystérieuse et Brutale."


GAME_PETROL_BOMB              "Molotov"
GAME_LONG_PETROL_BOMB         "Cocktail molotov"
WP_H_PETROL                   "Cocktail molotov - Le joujou préféré de la jungle urbaine."

GAME_SKUNK                    "Mouffette"
GAME_LONG_SKUNK               "Mouffette"
WP_H_GASGRENADE               "Mouffette - Bouchez-vous le nez !"

GAME_MING_VASE                "Vase Ming"
GAME_LONG_MING_VASE           "Vase Ming précieux"
WP_H_MINGVASE                 "Vase Ming - Cassant mais fracassant."

GAME_SHEEP_STRIKE             "Attaque du mouton"
GAME_LONG_SHEEP_STRIKE        "Attaque du mouton français"
WP_H_SHEEPSTRIKE              "Attaque du mouton français - Et oui, ils sont comme ça chez nous."

GAME_CARPET_BOMB              "Bombe tapis"
GAME_LONG_CARPET_BOMB         "Bombe en tapis de Mike"
WP_H_CARPET                   "Bombe en tapis de Mike - Mieux vaut rester tapi dans ton coin..."


GAME_MAD_COW                  "Vache folle"
GAME_LONG_MAD_COW             "Vache folle"
WP_MADCOW                     "Vache folle"
WP_H_MADCOW                   "Vache folle - Tout droit sortie des étables britanniques."

GAME_OLD_WOMAN                "Vieille femme"
GAME_LONG_OLD_WOMAN           "Vieille femme"
WP_OLDWOMAN                   "Vieille femme"
WP_H_OLDWOMAN                 "Vieille femme - De l'utilité des retraités."

GAME_DONKEY                   "Âne"
GAME_LONG_DONKEY              "Âne de ciment"
WP_H_DONKEY                   "Âne de ciment - Têtu ? Acharné oui !"

GAME_NUCLEAR_BOMB             "Test nucléaire"
GAME_LONG_NUCLEAR_BOMB        "Test nucléaire indien"
WP_H_NUKETEST                 "Test nucléaire indien"

GAME_ARMAGEDDON               "Armageddon"
GAME_LONG_ARMAGEDDON          "Armageddon"
WP_H_ARMAGEDDON               "Armageddon - Bénis soient les soumis, car ils hériteront de la terre... ou de ce qu'il en reste."

GAME_CLONED_SHEEP             "Mouton cloné"
GAME_LONG_CLONED_SHEEP        "Mouton cloné"


GAME_SKIP_GO                  "Passer le tour"
GAME_LONG_SKIP_GO             "Passer le tour"

GAME_SURRENDER                "Capitulation"
GAME_LONG_SURRENDER           "Capitulation"

GAME_SELECT_WORM              "Sélection de ver"
GAME_LONG_SELECT_WORM         "Sélection de ver"
WP_H_SELECT                   "Sélection de ver - Am stram gram, pic et pic et colegram..."

GAME_FREEZE                   "Gel"
GAME_LONG_FREEZE              "Gel"
WP_H_FREEZE                   "Gel - Vers surgelés."

GAME_MAGIC_BULLET             "Balle magique"
GAME_LONG_MAGIC_BULLET        "Balle magique de Patsy"
WP_H_MAGIC                    "Balle magique de Patsy - Ça passe et ça casse."

# Default teams

TEAM_HUMAN                    "Joueur Un"

TEAM_HUMAN_WORM_1             "Ver 1"
TEAM_HUMAN_WORM_2             "Ver 2"
TEAM_HUMAN_WORM_3             "Ver 3"
TEAM_HUMAN_WORM_4             "Ver 4"

TEAM_COMP_1_NAME              "ROYALTY"
TEAM_COMP_2_NAME              "TEAM17"
TEAM_COMP_3_NAME              "NASTY CREW"
TEAM_COMP_4_NAME              "DODGY 8"
TEAM_COMP_5_NAME              "VENOM"

TEAM_COMP_1_WORM_1            "The Queen"
TEAM_COMP_1_WORM_2            "Prince Charles"
TEAM_COMP_1_WORM_3            "Prince Andrew"
TEAM_COMP_1_WORM_4            "Prince Of Persia"
TEAM_COMP_1_WORM_5            "Queen Mum"
TEAM_COMP_1_WORM_6            "Henry 8th"
TEAM_COMP_1_WORM_7            "King Canute"
TEAM_COMP_1_WORM_8            "Sal"

TEAM_COMP_2_WORM_1            "Lambo"
TEAM_COMP_2_WORM_2            "Zelda"
TEAM_COMP_2_WORM_3            "Boggy B"
TEAM_COMP_2_WORM_4            "Spadge"
TEAM_COMP_2_WORM_5            "Satan"
TEAM_COMP_2_WORM_6            "Rob"
TEAM_COMP_2_WORM_7            "PC"
TEAM_COMP_2_WORM_8            "Randalism"

TEAM_COMP_3_WORM_1            "Vinny Jones"
TEAM_COMP_3_WORM_2            "Cilla Black"
TEAM_COMP_3_WORM_3            "Old Spice"
TEAM_COMP_3_WORM_4            "George Graham"
TEAM_COMP_3_WORM_5            "Bob Monkhouse"
TEAM_COMP_3_WORM_6            "Alex Ferguson"
TEAM_COMP_3_WORM_7            "Vera Lynn"
TEAM_COMP_3_WORM_8            "Spotty Spice"

TEAM_COMP_4_WORM_1            "El Presidente"
TEAM_COMP_4_WORM_2            "The Intern"
TEAM_COMP_4_WORM_3            "Tony Blair"
TEAM_COMP_4_WORM_4            "Maggie T"
TEAM_COMP_4_WORM_5            "Dodgy Bloke"
TEAM_COMP_4_WORM_6            "Prince Charles"
TEAM_COMP_4_WORM_7            "Hector Flushwit"
TEAM_COMP_4_WORM_8            "Stub"

TEAM_COMP_5_WORM_1            "Noggin"
TEAM_COMP_5_WORM_2            "Tebbitbreath"
TEAM_COMP_5_WORM_3            "Foul Stench"
TEAM_COMP_5_WORM_4            "Y Front"
TEAM_COMP_5_WORM_5            "Peuce"
TEAM_COMP_5_WORM_6            "Mucus"
TEAM_COMP_5_WORM_7            "Pustulous"
TEAM_COMP_5_WORM_8            "Spanner"

# Team UI

TML_HELP                      "Cliquez avec le BGS sur une équipe pour l'ajouter à la partie et cliquez dessus avec le BDS pour la modifier."
TMLIG_HELP                    "Cliquez sur l'équipe avec le BGS pour la retirer de la partie."
TT_HELP                       "Cliquez avec le BGS pour sélectionner l'équipe à former. Cliquez avec le BDS pour modifier l'équipe."
TT_TEAMLIST_TRAINING_1        "Meilleur temps - course de moutons"
TT_TEAMLIST_TRAINING_2        "Meilleur temps - tir au fusil"
TT_TEAMLIST_TRAINING_3        "Meilleur temps - caisses en folie"
TT_TEAMLIST_TRAINING_4        "Meilleur temps - tir d'artillerie"
TT_TEAMLIST_TRAINING_5_CD     "Meilleur temps - euthanasie"
TT_TEAMLIST_TRAINING_5_STEAM  "Meilleur temps"
TMLIR_HELP                    "Les équipes participantes."
QT_HELP                       "Cliquez sur votre équipe pour la retirer."
TLM_COL1                      "Nom de l'équipe"
TLM_COL2                      "Points"
TLC_COL2                      "Grade"

# Game and team statistics

STAT_HEALTH                   "\1 (\2) gagne la bouillote Cendrillon édition limitée !"
STAT_NOAWARDS                 "Aucune récompense n'a été remise."
STAT_TOTALKILLED              "\1 vers au total ont été tués au cours de cette partie."
STAT_TOTALDAMAGE              "\1 points de dégâts ont été perdus au cours de cette partie."
STAT_ACCURATE                 "Le prix de la précision a été remis à \1 (\2) avec un pourcentage de cibles touchées de \3%."
STAT_BESTSHOT                 "Le prix du meilleur tireur a été remis à \1 (\2) avec \3 victimes et \4 points de dégâts."
STAT_STRATEGIC                "\1 (\2) gagne le prix de la stratégie."
STAT_ACROBATIC                "La récompense Cirque du Gros Billy a été décernée à \1 (\2)."
STAT_SURVIVOR                 "Le ver qui a tenu le coup le plus longtemps est \1 (\2)."
STAT_USELESS                  "\1 (\2) a été le plus nul."
STAT_BORING                   "Le ver le plus rasoir est \1 (\2)."
STAT_LEASTPOPULAR             "\1 (\2) est le moins apprécié."
STAT_LIABILITY                "\1 (\2) était un boulet."
STAT_DARKSIDE                 "\1 (\2) est passé du côté obscur de la force."
STAT_GREEDY                   "Le prix de l'enthousiaste du shopping va à \1 (\2)."
STAT_HIGHFLYER                "La NASA félicite \1 (\2) qui a volé très haut sur une distance de \3."
STAT_HOMERUNS                 "Le prix Babe Ruth est décerné à \1 (\2)."
STAT_ANIMALS                  "Le prix du poil dans la main a été accordé à \1 (\2)."
STAT_COWARD                   "\1 (\2) a pris une étrange teinte jaune."
STAT_ENDOFROUND               "Fin de la manche \1"
STAT_ROUNDTIME                "Durée de la manche précédente : \1"
STAT_GAMETIME                 "Temps de jeu total écoulé : \1"
STAT_BESTDAMAGEWORM           "Le ver le plus dangereux était : \1 (\2)"
STAT_WORMOFROUND              "Ver de la manche : \1 (\2)"
STAT_BESTKILLS                "Maximum de victimes en un seul tir : \1 - \2 (\3)"
STAT_BESTKILLSWORM            "Le ver responsable de ce tir : \1 (\2)"
STAT_BESTDAMAGE               "Dégâts maximum en un seul tir : \1 - \2 (\3)"
STAT_TEAMSWINROUND            "\1 gagne la manche."
STAT_REDWINROUND              "Les rouges ont gagné la manche."
STAT_BLUEWINROUND             "Les bleus ont gagné la manche."
STAT_GREENWINROUND            "Les verts ont gagné la manche."
STAT_YELLOWWINROUND           "Les jaunes ont gagné la manche."
STAT_MAGENTAWINROUND          "Les magenta ont gagné la manche."
STAT_CYANWINROUND             "Les turquoise ont gagné la manche."
STAT_DRAW                     "Manche ex aequo."
STAT_TEAMSWINMATCH            "\1 remporte le match !"
STAT_REDWINMATCH              "Les rouges remportent le match !"
STAT_BLUEWINMATCH             "Les bleus remportent le match !"
STAT_GREENWINMATCH            "Les verts remportent le match !"
STAT_YELLOWWINMATCH           "Les jaunes remportent le match !"
STAT_MAGENTAWINMATCH          "Les magenta remportent le match !"
STAT_CYANWINMATCH             "Les turquoise remportent le match !"

STAT_WORMMATCH                "Le prix Ver du match est décerné à \1 (\2), avec \3 victimes."
STATT_ACCURATE                "\1 gagne le prix du meilleur tireur... (pour une précision de \2%)"
STATT_BORING                  "\1 a été l'équipe la plus soporifique."
STATT_STRATEGIC               "Nous saluons \1, les maîtres du côté obscur !"
STATT_USELESS                 "\1 ont été médiocres."
STATT_EXCITING                "\1 a gagné le prix du meilleur divertissement."
STATT_GREEDY                  "Le prix du shopping est décerné à \1."
STATT_CROWD                   "Le prix du boute-en-train revient à \1."
STATT_CHATTERBOX              "\1 ne tenait pas en place !"
STATT_OUTCAST                 "\1 n'avait rien à dire."

NET_NEWSTATS1                 "Statut de la mission de l'équipe"
NET_NEWSTATS2                 "Statut de la mission"
NET_NEWSTATS3                 "Statut de l'équipe"
NET_NEWSTATS4                 "Nom de l'équipe"
NET_NEWSTATS5                 "Nom du ver 1"
NET_NEWSTATS6                 "Nom du ver 2"
NET_NEWSTATS7                 "Nom du ver 3"
NET_NEWSTATS8                 "Nom du ver 4"
NET_NEWSTATS9                 "Nom du ver 5"
NET_NEWSTATS10                "Nom du ver 6"
NET_NEWSTATS11                "Nom du ver 7"
NET_NEWSTATS12                "Nom du ver 8"
NET_NEWSTATS13                "Parties gagnées"
NET_NEWSTATS14                "Parties ex æquo"
NET_NEWSTATS15                "Parties perdues"
NET_NEWSTATS16                "Victimes"
NET_NEWSTATS17                "Tués"
NET_NEWSTATS18                "Victimes (à votre actif)"
NET_NEWSTATS19                "Victimes (à votre passif)"
NET_NEWSTATS20                "Mission actuelle"
NET_NEWSTATS21                "Classement en mode Match à mort"
NET_NEWSTATS22                "Entraînement terminé"
NET_NEWSTATS23                "Classement général de l'équipe"
NET_NEWSTATS24                "Temps écoulé"
NET_NEWSTATS25                "Afficher les informations sur la mission."
NET_NEWSTATS26                "Statistiques sur l'équipe sélectionnée."

TEAMINFO_INTRO                "\1 a réussi les performances suivantes..."
TEAMINFO_SUBTITLE_DEATHMATCH  "PARTIES MATCH A MORT"
TEAMINFO_DEATH_1              "a atteint le grade de \1."
TEAMINFO_DEATH_2              "a joué \1 manches, au cours desquelles il a tué \2 vers ennemis et perdu \3 vers."
TEAMINFO_DEATH_MEDAL          "La médaille \1 lui a été décernée pour cette performance."
TEAMINFO_DEATH_NOMEDAL        "Cette performance ne mérite pas de médaille."
TEAMINFO_SUBTITLE_TRAINING    "ÉVÈNEMENTS CONCERNANT L'ENTRAÎNEMENT"
TEAMINFO_TRAIN_INTRO          "L'équipe détient les records suivants :"
TEAMINFO_TRAIN_RECORDS        "\1 - \2 secondes."
TEAMINFO_TRAIN_RECORDS_AWARD  "\1 - \2 secondes  (  Récompense \3 )."
TEAMINFO_SUBTITLE_MISSION     "PERFORMANCE EN COURS DE MISSION"
TEAMINFO_MISSION              "Cette équipe a atteint la mission \1."
TEAMINFO_MISSION_NOAWARD      "Cela ne mérite pas de médaille."
TEAMINFO_MISSION_AWARD        "L'équipe a obtenu la médaille \1."
TEAMINFO_SUBTITLE_MULTIPLAYER "STATISTIQUES DES PARTIES MULTIJOUEURS"
TEAMINFO_MULTI_PLAYED         "Manches jouées \1."
TEAMINFO_MULTI_WON            "Manches gagnées \1."
TEAMINFO_MULTI_WORMSKILLED    "Vers tués - \1."
TEAMINFO_MULTI_LOST           "Manches perdues \1."
TEAMINFO_MULTI_WORMSLOST      "Vers perdus - \1."
TEAMINFO_MULTI_RANK           "Au vu de ces performances, vous obtenez le grade de \1."
TEAMINFO_SUBTITLE_OVERALL     "CLASSEMENT GÉNÉRAL"
TEAMINFO_OVER_RANK            "Le classement général de cette équipe est \1."

# Mission / training

MEDAL_BRONZE                  "de BRONZE"
MEDAL_SILVER                  "d'ARGENT"
MEDAL_GOLD                    "d'OR"

WORMNAME_0                    "Sentinelle"
WORMNAME_1                    "Garde"
WORMNAME_2                    "Tireur d'élite"
WORMNAME_3                    "Grenadier"
WORMNAME_4                    "Soldat d'infanterie"
WORMNAME_5                    "Artillerie"
WORMNAME_6                    "Capitaine"
WORMNAME_7                    "Agent secret"
WORMNAME_8                    "Commandant"
WORMNAME_9                    "Général"
WORMNAME_10                   "Maréchal"
WORMNAME_11                   "Assassin"

TEAMNAME0                     "Chair à canon"
TEAMNAME1                     "Commandos"
TEAMNAME2                     "Elite"
TEAMNAME3                     "Ennemi"
TEAMNAME4                     "Soldats de la garde"
TEAMNAME5                     "Canonniers"
TEAMNAME6                     "Officiers"
TEAMNAME7                     "Patrouille"
TEAMNAME8                     "Section"
TEAMNAME9                     "Résistance"
TEAMNAME10                    "Forces spéciales"

MISSION_NAME_1                "L'assassin du château."
MISSION_NAME_2                "Bibliothèque."
MISSION_NAME_3                "Opération Market Garden."
MISSION_NAME_4                "Guerre chimique."
MISSION_NAME_5                "Armageddon !"
MISSION_NAME_6                "La zone de largage."
MISSION_NAME_7                "Marchand de sable."
MISSION_NAME_8                "Jurassic Worm."
MISSION_NAME_9                "Visez loin, visez bien."
MISSION_NAME_10               "Gros bonnet."
MISSION_NAME_11               "Pagaille à la ferme."
MISSION_NAME_12               "Soyez fou !"
MISSION_NAME_13               "Arme nucléaire trépidante."
MISSION_NAME_14               "Vaches folles."
MISSION_NAME_15               "Mars Star."
MISSION_NAME_16               "Mont Wormore."
MISSION_NAME_17               "Marchandises volées."
MISSION_NAME_18               "Bazooka on the rocks."
MISSION_NAME_19               "Surprise aquatique."
MISSION_NAME_20               "Ça ne rigole pas."
MISSION_NAME_21               "Fonte de la calotte glaciaire."
MISSION_NAME_22               "Problèmes de citrouille."
MISSION_NAME_23               "Embuscade dans les bois !"
MISSION_NAME_24               "Pas de remplaçant."
MISSION_NAME_25               "Sainte nitouche."
MISSION_NAME_26               "Super mouton !"
MISSION_NAME_27               "Sauvez l'agent Dennis !"
MISSION_NAME_28               "Grabuge dans le magasin de jouets."
MISSION_NAME_29               "Cèpe pas le pied..."
MISSION_NAME_30               "Un froid de glaçon."
MISSION_NAME_31               "Do the Locomotion."
MISSION_NAME_32               "Récupération spectrale ?"
